timestamp,city,province,city_source,latitude,longitude,aqi,pm25,pm10,o3,no2,so2,co,source,status
2025-06-30 13:01:29,Da Nang,Da Nang,Da Nang (waqi),16.0544,108.2022,114.0,85.0,114.0,,,,,waqi,success
2025-06-30 13:01:29,Hanoi,Hanoi,Hanoi (waqi),21.0285,105.8542,89.0,89.0,,,,,,waqi,success
