timestamp,city,province,city_source,latitude,longitude,aqi,pm25,pm10,o3,no2,so2,co,nh3,temperature,humidity,pressure,wind_speed,wind_direction,visibility,weather_condition,source,status
2025-06-15 19:02:09,Tay Ninh,Tay Ninh,Tay Ninh (openweathermap),11.31,106.0983,2,17.92,21.76,21.29,17.79,4.46,631.7,4.83,30.6,62.0,1006.0,2.22,359.0,10000.0,Clouds,openweathermap,
2025-06-15 19:02:08,Ben Tre,Ben Tre,Ben Tre (openweathermap),10.2431,106.3756,2,13.22,16.84,31.92,8.79,1.54,443.06,2.57,28.54,73.0,1006.0,1.95,259.0,10000.0,Clouds,openweathermap,
2025-06-15 19:02:07,Tan An,Long An,Tan An (openweathermap),10.5439,106.4108,2,23.28,28.22,21.18,15.8,2.75,700.92,4.76,28.9,72.0,1006.0,3.13,245.0,10000.0,Clouds,openweathermap,
2025-06-15 19:02:06,Di An,Binh Duong,Di An (openweathermap),10.9069,106.7722,3,39.34,46.54,10.58,24.07,5.51,1122.98,8.37,31.53,71.0,1006.0,3.09,270.0,10000.0,Clear,openweathermap,
2025-06-15 19:02:04,Phu Quoc,Kien Giang,Phu Quoc (openweathermap),10.2897,103.984,1,6.63,8.75,59.89,0.4,0.19,153.7,0.0,27.75,83.0,1007.0,3.09,270.0,9000.0,Clouds,openweathermap,
2025-06-15 19:02:03,Ha Tien,Kien Giang,Ha Tien (openweathermap),10.3831,104.4881,2,5.67,8.27,60.1,0.25,0.09,149.77,0.0,28.86,77.0,1007.0,7.16,253.0,10000.0,Clouds,openweathermap,
2025-06-15 19:02:02,Chau Doc,An Giang,Chau Doc (openweathermap),10.7011,105.1119,1,4.74,7.17,57.39,0.21,0.06,142.76,0.0,28.8,73.0,1006.0,4.29,220.0,10000.0,Clouds,openweathermap,
2025-06-15 19:02:01,Ca Mau,Ca Mau,Ca Mau (openweathermap),9.1767,105.1525,1,2.58,4.79,46.93,0.26,0.11,105.85,0.0,27.34,82.0,1007.0,2.27,261.0,10000.0,Clouds,openweathermap,
2025-06-15 19:01:59,Bac Lieu,Bac Lieu,Bac Lieu (openweathermap),9.2847,105.7244,1,2.5,5.17,47.04,0.26,0.1,106.82,0.05,28.87,78.0,1007.0,3.55,222.0,10000.0,Clouds,openweathermap,
2025-06-15 19:01:58,Soc Trang,Soc Trang,Soc Trang (openweathermap),9.6025,105.9803,1,3.54,6.31,46.23,1.34,0.33,146.13,0.58,28.33,78.0,1007.0,2.14,247.0,10000.0,Clouds,openweathermap,
2025-06-15 19:01:57,Tra Vinh,Tra Vinh,Tra Vinh (openweathermap),9.9514,106.3431,1,2.6,4.65,47.53,1.34,0.3,137.13,0.48,27.91,79.0,1006.0,2.32,264.0,10000.0,Clouds,openweathermap,
2025-06-15 19:01:56,Vinh Long,Vinh Long,Vinh Long (openweathermap),10.2397,105.9722,1,9.39,12.55,36.99,6.43,1.21,336.36,2.33,28.23,76.0,1006.0,3.18,254.0,10000.0,Clouds,openweathermap,
2025-06-15 19:01:54,Sa Dec,Dong Thap,Sa Dec (openweathermap),10.2922,105.7592,1,7.47,10.41,39.53,5.25,1.04,282.97,2.21,29.97,77.0,1006.0,3.7,245.0,10000.0,Clouds,openweathermap,
2025-06-15 19:01:53,Cao Lanh,Dong Thap,Cao Lanh (openweathermap),10.4592,105.6325,1,8.35,11.12,38.35,6.21,1.11,314.89,2.35,28.1,77.0,1006.0,3.93,231.0,10000.0,Clouds,openweathermap,
2025-06-15 19:01:52,Tuy Hoa,Phu Yen,Tuy Hoa (openweathermap),13.0833,109.3,1,9.51,11.39,2.38,10.89,1.62,451.39,2.06,28.07,83.0,1005.0,2.09,167.0,10000.0,Clouds,openweathermap,
2025-06-15 19:01:51,Quang Ngai,Quang Ngai,Quang Ngai (openweathermap),15.1194,108.7922,1,1.42,1.65,21.6,2.48,0.39,151.39,0.7,27.36,89.0,1005.0,1.59,127.0,10000.0,Clouds,openweathermap,
2025-06-15 19:01:49,Tam Ky,Quang Nam,Tam Ky (openweathermap),15.5736,108.4736,1,1.23,1.46,16.54,3.0,0.39,150.89,0.72,27.79,83.0,1005.0,2.08,118.0,10000.0,Rain,openweathermap,
2025-06-15 19:01:48,Hoi An,Quang Nam,Hoi An (openweathermap),15.8801,108.338,1,1.36,1.68,9.12,2.22,0.27,135.89,0.35,29.98,78.0,1004.0,3.2,113.0,10000.0,Clouds,openweathermap,
2025-06-15 19:01:47,Dong Ha,Quang Tri,Dong Ha (openweathermap),16.8167,107.1,1,3.41,3.73,19.25,0.96,0.21,127.36,0.65,28.9,77.0,1004.0,2.83,206.0,10000.0,Clouds,openweathermap,
2025-06-15 19:01:46,Dong Hoi,Quang Binh,Dong Hoi (openweathermap),17.4833,106.6,2,12.19,12.54,28.79,1.36,0.24,167.33,1.01,29.03,76.0,1003.0,4.74,207.0,10000.0,Clouds,openweathermap,
2025-06-15 19:01:44,Thanh Hoa,Thanh Hoa,Thanh Hoa (openweathermap),19.8067,105.7851,1,5.14,5.44,28.33,1.54,0.18,186.85,0.77,29.91,77.0,1001.0,3.51,148.0,10000.0,Clouds,openweathermap,
2025-06-15 19:01:43,Viet Tri,Phu Tho,Viet Tri (openweathermap),21.3227,105.4024,1,4.06,5.09,7.06,2.79,0.4,195.85,1.51,32.41,67.0,1000.0,3.23,130.0,10000.0,Rain,openweathermap,
2025-06-15 19:01:42,Uong Bi,Quang Ninh,Uong Bi (openweathermap),21.0358,106.7733,3,33.06,38.34,53.79,9.14,3.96,378.16,8.68,30.95,80.0,1002.0,2.23,121.0,10000.0,Rain,openweathermap,
2025-06-15 19:01:41,Hung Yen,Hung Yen,Hung Yen (openweathermap),20.6464,106.0511,2,13.7,16.27,30.81,5.43,2.05,275.83,5.95,30.55,75.0,1001.0,3.37,159.0,10000.0,Rain,openweathermap,
2025-06-15 19:01:39,Hai Duong,Hai Duong,Hai Duong (openweathermap),20.9373,106.3145,2,18.25,22.24,34.65,8.93,3.73,361.25,9.63,29.77,78.0,1001.0,4.62,133.0,10000.0,Rain,openweathermap,
