timestamp,city,province,city_source,latitude,longitude,aqi,pm25,pm10,o3,no2,so2,co,nh3,temperature,humidity,pressure,wind_speed,wind_direction,visibility,weather_condition,source,status
2025-06-23 12:27:45,Tay Ninh,Tay Ninh,Tay Ninh (openweathermap),11.31,106.0983,1,6.53,8.21,21.78,8.97,3.04,305.83,2.35,28.9,65.0,1006.0,6.24,252.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:44,Ben Tre,Ben Tre,Ben Tre (openweathermap),10.2431,106.3756,1,3.82,5.84,31.45,4.05,0.8,180.23,1.5,27.62,84.0,1007.0,1.9,235.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:42,Tan An,Long An,Tan An (openweathermap),10.5439,106.4108,1,6.63,8.84,23.91,7.98,1.43,294.82,2.66,28.35,77.0,1007.0,2.67,225.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:41,Di An,Binh Duong,Di An (openweathermap),10.9069,106.7722,2,10.87,13.5,15.09,14.32,3.33,448.05,3.97,28.57,72.0,1006.0,3.28,226.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:40,Phu Quoc,Kien Giang,Phu Quoc (openweathermap),10.2897,103.984,1,1.04,2.67,37.55,0.25,0.1,78.61,0.02,25.75,87.0,1008.0,4.02,291.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:39,Ha Tien,Kien Giang,Ha Tien (openweathermap),10.3831,104.4881,1,1.42,3.61,37.74,0.26,0.1,80.47,0.02,26.82,80.0,1008.0,7.44,269.0,10000.0,Rain,openweathermap,
2025-06-23 12:27:37,Chau Doc,An Giang,Chau Doc (openweathermap),10.7011,105.1119,1,0.88,2.45,35.43,0.19,0.07,74.55,0.0,27.48,73.0,1007.0,3.59,262.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:36,Ca Mau,Ca Mau,Ca Mau (openweathermap),9.1767,105.1525,1,3.73,4.98,49.53,0.28,0.1,118.28,0.05,25.72,88.0,1008.0,1.58,258.0,10000.0,Rain,openweathermap,
2025-06-23 12:27:35,Bac Lieu,Bac Lieu,Bac Lieu (openweathermap),9.2847,105.7244,1,4.73,7.77,47.9,0.34,0.12,118.31,0.13,27.47,78.0,1008.0,4.54,280.0,10000.0,Rain,openweathermap,
2025-06-23 12:27:34,Soc Trang,Soc Trang,Soc Trang (openweathermap),9.6025,105.9803,1,4.08,7.46,42.65,0.82,0.23,114.11,0.34,26.92,84.0,1008.0,3.71,282.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:32,Tra Vinh,Tra Vinh,Tra Vinh (openweathermap),9.9514,106.3431,1,3.3,5.71,40.67,1.21,0.28,110.23,0.4,27.04,87.0,1008.0,2.75,251.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:31,Vinh Long,Vinh Long,Vinh Long (openweathermap),10.2397,105.9722,1,2.99,5.14,33.17,2.66,0.59,144.56,1.07,27.32,86.0,1007.0,4.6,250.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:30,Sa Dec,Dong Thap,Sa Dec (openweathermap),10.2922,105.7592,1,2.57,4.79,34.04,1.96,0.48,126.68,0.85,27.11,87.0,1007.0,5.49,252.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:28,Cao Lanh,Dong Thap,Cao Lanh (openweathermap),10.4592,105.6325,1,2.32,4.22,32.34,2.2,0.49,131.44,0.91,27.19,84.0,1007.0,5.02,245.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:27,Tuy Hoa,Phu Yen,Tuy Hoa (openweathermap),13.0833,109.3,1,5.09,6.3,7.47,8.93,1.21,312.45,1.08,28.54,72.0,1005.0,2.56,218.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:26,Quang Ngai,Quang Ngai,Quang Ngai (openweathermap),15.1194,108.7922,1,2.96,3.19,19.5,2.91,0.4,216.82,0.46,26.23,91.0,1005.0,0.9,42.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:25,Tam Ky,Quang Nam,Tam Ky (openweathermap),15.5736,108.4736,1,2.46,2.65,17.93,2.86,0.35,197.2,0.48,27.79,85.0,1005.0,0.49,134.0,10000.0,Rain,openweathermap,
2025-06-23 12:27:23,Hoi An,Quang Nam,Hoi An (openweathermap),15.8801,108.338,1,3.98,4.42,10.42,4.23,0.55,230.26,0.77,28.46,77.0,1005.0,1.64,108.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:22,Dong Ha,Quang Tri,Dong Ha (openweathermap),16.8167,107.1,1,2.89,3.68,8.17,1.53,0.2,196.14,0.67,27.49,87.0,1004.0,2.85,142.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:21,Dong Hoi,Quang Binh,Dong Hoi (openweathermap),17.4833,106.6,1,3.94,4.26,19.9,1.53,0.19,165.93,0.66,27.78,87.0,1004.0,3.72,146.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:19,Thanh Hoa,Thanh Hoa,Thanh Hoa (openweathermap),19.8067,105.7851,1,3.95,4.62,22.92,2.65,0.38,218.28,1.25,28.08,83.0,1003.0,3.33,133.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:18,Viet Tri,Phu Tho,Viet Tri (openweathermap),21.3227,105.4024,2,10.83,12.46,15.47,4.96,0.74,329.94,2.38,29.03,79.0,1002.0,1.57,29.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:17,Uong Bi,Quang Ninh,Uong Bi (openweathermap),21.0358,106.7733,3,31.1,36.49,53.71,6.98,4.08,310.47,5.54,29.06,82.0,1003.0,2.64,122.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:16,Hung Yen,Hung Yen,Hung Yen (openweathermap),20.6464,106.0511,2,20.25,23.29,39.67,4.94,2.34,267.32,4.26,29.06,77.0,1002.0,4.1,145.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:14,Hai Duong,Hai Duong,Hai Duong (openweathermap),20.9373,106.3145,3,27.67,32.14,49.53,7.51,4.18,319.16,6.43,29.16,81.0,1002.0,5.93,125.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:13,Bac Ninh,Bac Ninh,Bac Ninh (openweathermap),21.1861,106.0763,3,25.38,29.14,38.02,7.54,3.23,337.96,5.22,29.19,78.0,1002.0,6.01,125.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:12,Ha Long,Quang Ninh,Ha Long (openweathermap),20.95,107.0833,3,26.38,31.17,57.3,1.0,0.58,206.37,1.17,27.4,90.0,1004.0,2.53,142.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:10,Ninh Binh,Ninh Binh,Ninh Binh (openweathermap),20.2506,105.9756,2,11.26,12.89,34.16,4.0,1.06,231.12,2.92,28.74,79.0,1003.0,3.28,142.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:09,Nam Dinh,Nam Dinh,Nam Dinh (openweathermap),20.4389,106.1621,2,18.1,20.65,41.26,4.25,1.8,247.44,3.7,29.09,78.0,1002.0,4.19,141.0,10000.0,Rain,openweathermap,
2025-06-23 12:27:08,Thai Nguyen,Thai Nguyen,Thai Nguyen (openweathermap),21.5944,105.8487,2,22.93,26.1,23.75,9.9,2.51,439.33,4.25,28.7,83.0,1002.0,1.35,96.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:07,Phan Thiet,Binh Thuan,Phan Thiet (openweathermap),10.9289,108.1022,1,5.58,7.52,42.44,2.62,0.67,158.14,0.56,27.51,77.0,1007.0,3.67,256.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:05,Dalat,Lam Dong,Dalat (openweathermap),11.9404,108.4583,2,13.19,14.94,10.8,23.72,5.4,492.52,1.46,17.82,95.0,1011.0,1.3,298.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:04,Pleiku,Gia Lai,Pleiku (openweathermap),13.9833,108.0,1,5.57,5.69,15.37,2.33,0.21,232.89,0.11,20.74,99.0,1008.0,1.95,228.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:03,Rach Gia,Kien Giang,Rach Gia (openweathermap),10.0128,105.08,1,1.91,4.41,39.09,0.26,0.09,85.97,0.03,27.62,77.0,1008.0,7.69,273.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:02,Vinh,Nghe An,Vinh (openweathermap),18.6699,105.6816,1,8.42,9.13,12.86,3.69,0.37,296.04,0.77,28.3,84.0,1003.0,3.06,115.0,10000.0,Clouds,openweathermap,
2025-06-23 12:27:01,My Tho,Tien Giang,My Tho (openweathermap),10.36,106.3597,1,3.82,5.84,31.45,4.05,0.8,180.23,1.5,27.9,82.0,1007.0,2.14,230.0,10000.0,Clouds,openweathermap,
