timestamp,city,province,city_source,latitude,longitude,aqi,pm25,pm10,o3,no2,so2,co,nh3,temperature,humidity,pressure,wind_speed,wind_direction,visibility,weather_condition,source,status
2025-06-27 21:13:23,Hai Phong,Hai Phong,Hai Phong (openweathermap),20.8449,106.6881,3,42.92,49.96,54.58,8.55,2.83,547.56,6.02,29.02,84.0,1005.0,3.42,126.0,10000.0,Clouds,openweathermap,
2025-06-27 21:13:22,Can Tho,Can Tho,Can Tho (openweathermap),10.0452,105.7469,2,12.57,14.64,50.14,3.75,0.99,295.08,1.4,26.03,97.0,1009.0,2.73,265.0,10000.0,Clouds,openweathermap,
2025-06-27 21:13:20,Da Nang,Da Nang,Da Nang (openweathermap),16.0544,108.2022,1,4.87,5.37,7.59,3.33,0.41,190.94,0.7,27.59,89.0,1007.0,3.17,208.0,10000.0,Clouds,openweathermap,
2025-06-27 21:13:19,Hanoi,Hanoi,Hanoi (openweathermap),21.0285,105.8542,3,31.53,37.17,6.35,9.66,2.41,651.51,5.05,28.02,83.0,1005.0,4.55,136.0,10000.0,Rain,openweathermap,
2025-06-27 21:13:18,Ho Chi Minh City,Ho Chi Minh,Ho Chi Minh City (openweathermap),10.8231,106.6297,4,52.06,61.64,5.48,31.48,5.65,1290.08,6.4,26.94,84.0,1008.0,3.36,261.0,10000.0,Clouds,openweathermap,
2025-06-27 21:13:15,Can Tho,Can Tho,Can Tho (waqi),10.0452,105.7469,29,19.0,29.0,11.0,39.0,,11.0,,,,,,,,,waqi,success
2025-06-27 21:13:15,Hai Phong,Hai Phong,Hai Phong (waqi),20.8449,106.6881,24,24.0,23.0,,,22.0,,,,,,,,,,waqi,success
2025-06-27 21:13:14,Da Nang,Da Nang,Da Nang (waqi),16.0544,108.2022,64,46.0,64.0,,,,,,,,,,,,,waqi,success
2025-06-27 21:13:14,Hanoi,Hanoi,Hanoi (waqi),21.0285,105.8542,72,72.0,58.0,12.0,18.0,11.0,9.0,,,,,,,,,waqi,success
2025-06-27 21:13:14,Ho Chi Minh City,Ho Chi Minh,Ho Chi Minh City (waqi),10.8231,106.6297,40,13.0,40.0,,21.0,,,,,,,,,,,waqi,success
