timestamp,city,province,city_source,latitude,longitude,aqi,pm25,pm10,o3,no2,so2,co,nh3,temperature,humidity,pressure,wind_speed,wind_direction,visibility,weather_condition,source,status
2025-07-01 01:24:28,Hai Phong,Hai Phong,Hai Phong (openweathermap),20.8449,106.6881,3,39.58,43.98,37.49,10.01,2.21,549.26,4.97,26.51,90.0,1003.0,2.52,117.0,10000.0,Clouds,openweathermap,
2025-07-01 01:24:27,Can Tho,Can Tho,Can Tho (openweathermap),10.0452,105.7469,1,4.63,7.66,32.08,3.94,0.73,205.93,1.35,25.65,94.0,1007.0,3.29,243.0,10000.0,Clouds,openweathermap,
2025-07-01 01:24:26,Da Nang,Da Nang,Da Nang (openweathermap),16.0544,108.2022,1,2.77,3.31,4.15,2.3,0.25,169.57,0.75,26.58,89.0,1005.0,2.7,228.0,10000.0,Clouds,openweathermap,
2025-07-01 01:24:25,Hanoi,Hanoi,Hanoi (openweathermap),21.0285,105.8542,3,25.9,28.99,2.56,9.67,1.83,564.65,5.69,25.97,93.0,1003.0,1.88,110.0,10000.0,Rain,openweathermap,
2025-07-01 01:24:23,Ho Chi Minh City,Ho Chi Minh,Ho Chi Minh City (openweathermap),10.8231,106.6297,2,18.13,23.37,10.23,16.75,3.13,605.19,3.35,26.36,79.0,1006.0,3.23,248.0,10000.0,Clouds,openweathermap,
2025-07-01 01:24:20,Can Tho,Can Tho,Can Tho (waqi),10.0452,105.7469,20,18.0,20.0,11.0,13.0,,10.0,,,,,,,,,waqi,success
2025-07-01 01:24:20,Da Nang,Da Nang,Da Nang (waqi),16.0544,108.2022,59,33.0,59.0,,,,,,,,,,,,,waqi,success
2025-07-01 01:24:20,Hai Phong,Hai Phong,Hai Phong (waqi),20.8449,106.6881,50,50.0,45.0,,,22.0,,,,,,,,,,waqi,success
2025-07-01 01:24:20,Hanoi,Hanoi,Hanoi (waqi),21.0285,105.8542,47,47.0,32.0,18.0,9.0,9.0,2.0,,,,,,,,,waqi,success
2025-07-01 01:24:20,Ho Chi Minh City,Ho Chi Minh,Ho Chi Minh City (waqi),10.8231,106.6297,36,36.0,30.0,14.0,1.0,2.0,2.0,,,,,,,,,waqi,success
